var1	name	position	team	games	season	season_start	age	salary	goals	assists	goals_sixty	assists_sixty	toi	shots	corsifor	corsiagainst	corsi	pdo	cfrel_percent	age_sq	lagged_pdo	lagged_goals	lagged_cfrel_percent	lagged_shots	lagged_assists	lagged_toi
3832	"Andrew.Ladd"	"L"	"WPG"	48	2.0e+07	2012	26	"4.5"	11	20	.93	1.7	707.38	74	743	699	44	101.76	2.96	676	97.98	22	6.63	188	13	1191.47
3833	"Andrew.Ladd"	"L"	"WPG"	78	2.0e+07	2013	27	"4.5"	17	19	.96	1.08	1059.57	124	1114	992	122	100.26	4.39	729	101.76	11	2.96	74	20	707.38
3834	"Andrew.Ladd"	"L"	"WPG"	85	2.0e+07	2014	28	"4.5"	12	25	.6	1.25	1196.37	148	1166	994	172	100.96	2.44	784	100.26	17	4.39	124	19	1059.57
3835	"Andrew.Ladd"	"L"	"CHI/WPG"	69	2.0e+07	2015	29	"4.5"	9	13	.58	.84	932.23	106	883	846	37	100.3	-.85	841	100.96	12	2.44	148	25	1196.37
4824	"Andrew.Murray"	"L"	"CBJ"	67	2.0e+07	2008	26	"0.6"	7	2	.66	.19	637.94	73	484	454	30	97.17	-.44	676						
6390	"Andrew.Shaw"	"CR"	"CHI"	40	2.0e+07	2011	20	"0.565"	11	6	1.28	.7	515.16	60	471	407	64	97.02	-1.92	400						
6391	"Andrew.Shaw"	"CR"	"CHI"	71	2.0e+07	2012	21	"0.565"	11	9	.73	.6	900.9	73	803	683	120	101.49	-.79	441	97.02	11	-1.92	60	6	515.16
6392	"Andrew.Shaw"	"CR"	"CHI"	92	2.0e+07	2013	22	"0.565"	15	20	.77	1.03	1168.17	119	1163	892	271	101.28	2.74	484	101.49	11	-.79	73	9	900.9
6393	"Andrew.Shaw"	"CR"	"CHI"	102	2.0e+07	2014	23	"1.5"	10	12	.49	.59	1219.44	145	1195	1037	158	96.96	.58	529	101.28	15	2.74	119	20	1168.17
6394	"Andrew.Shaw"	"CR"	"CHI"	73	2.0e+07	2015	24	"2.5"	5	14	.33	.92	916.63	118	883	869	14	102.25	-.69	576	96.96	10	.58	145	12	1219.44
2960	"Andy.Hilbert"	"L"	"NYI"	70	2.0e+07	2007	26	"0.65"	8	8	.66	.66	729.08	102	634	631	3	99.25	-1.46	676						
2961	"Andy.Hilbert"	"L"	"NYI"	67	2.0e+07	2008	27	"0.7"	8	12	.6	.9	801.35	128	763	845	-82	98.96	2.18	729	99.25	8	-1.46	102	8	729.08
4459	"Andy.McDonald"	"LC"	"ANA/STL"	82	2.0e+07	2007	30	"3.333"	14	20	.8	1.15	1047.12	116	856	794	62	99.58	2.88	900						
4460	"Andy.McDonald"	"LC"	"STL"	50	2.0e+07	2008	31	"3.333"	8	14	.7	1.23	684.29	80	599	562	37	97.91	6.16	961	99.58	14	2.88	116	20	1047.12
4461	"Andy.McDonald"	"LC"	"STL"	79	2.0e+07	2009	32	"5.2"	15	17	.9	1.02	1003.81	124	936	889	47	99.17	1.06	1024	97.91	8	6.16	80	14	684.29
4462	"Andy.McDonald"	"LC"	"STL"	58	2.0e+07	2010	33	"5.2"	13	17	.91	1.19	857.38	117	891	723	168	102.37	3.05	1089	99.17	15	1.06	124	17	1003.81
4464	"Andy.McDonald"	"LC"	"STL"	43	2.0e+07	2012	35	"4.2"	6	6	.62	.62	577.03	66	507	485	22	100.63	-2.6	1225	102.37	13	3.05	117	17	857.38
1684	"Anthony.Duclair"	"RL"	"ARI"	71	2.0e+07	2015	20	"0.743"	11	15	.82	1.12	806.4	44	767	733	34	103.98	5.65	400						
6772	"Anthony.Stewart"	"R"	"ATL"	79	2.0e+07	2010	25	"0.632"	7	19	.42	1.13	1007.18	98	864	989	-125	99.07	-2.35	625						
6773	"Anthony.Stewart"	"R"	"CAR"	77	2.0e+07	2011	26	"0.8"	9	8	.91	.81	595.42	51	479	580	-101	101.44	-3.85	676	99.07	7	-2.35	98	19	1007.18
5957	"Antoine.Roussel"	"L"	"DAL"	87	2.0e+07	2013	23	"0.625"	12	17	.74	1.05	974.36	98	988	902	86	99.25	2.17	529						
5958	"Antoine.Roussel"	"L"	"DAL"	80	2.0e+07	2014	24	"1.6"	12	8	.75	.5	956.05	89	982	957	25	96.18	-2.18	576	99.25	12	2.17	98	17	974.36
5959	"Antoine.Roussel"	"L"	"DAL"	71	2.0e+07	2015	25	"1.8"	10	10	.7	.7	857.43	82	871	830	41	99.78	-2.51	625	96.18	12	-2.18	89	8	956.05
7338	"Antoine.Vermette"	"C"	"OTT"	85	2.0e+07	2007	25	"NA"	15	18	.89	1.07	1010.48	115	865	861	4	99.41	-1.28	625						
7339	"Antoine.Vermette"	"C"	"CBJ/OTT"	83	2.0e+07	2008	26	"2.525"	10	15	.58	.87	1034.73	115	858	951	-93	98.04	-2.67	676	99.41	15	-1.28	115	18	1010.48
7340	"Antoine.Vermette"	"C"	"CBJ"	81	2.0e+07	2009	27	"3"	15	28	.79	1.48	1134.79	103	939	1027	-88	100.37	-.2	729	98.04	10	-2.67	115	15	1034.73
7341	"Antoine.Vermette"	"C"	"CBJ"	82	2.0e+07	2010	28	"3.75"	12	17	.65	.93	1101.11	119	1063	943	120	99.32	3.01	784	100.37	15	-.2	103	28	1134.79
7342	"Antoine.Vermette"	"C"	"CBJ/PHX"	98	2.0e+07	2011	29	"3.75"	8	24	.37	1.12	1280.27	117	1158	1178	-20	100.04	2.42	841	99.32	12	3.01	119	17	1101.11
7343	"Antoine.Vermette"	"C"	"PHX"	48	2.0e+07	2012	30	"3.75"	9	8	.86	.77	624.37	57	588	609	-21	99.81	-2.16	900	100.04	8	2.42	117	24	1280.27
7344	"Antoine.Vermette"	"C"	"PHX"	82	2.0e+07	2013	31	"3.75"	12	14	.65	.76	1112.23	93	961	1023	-62	101.92	-2.88	961	99.81	9	-2.16	57	8	624.37
7345	"Antoine.Vermette"	"C"	"CHI/ARI"	102	2.0e+07	2014	32	"3.75"	10	19	.44	.84	1357.64	80	1200	1292	-92	98.26	-2.81	1024	101.92	12	-2.88	93	14	1112.23
7346	"Antoine.Vermette"	"C"	"ARI"	66	2.0e+07	2015	33	"3.75"	6	7	.44	.52	814.45	71	717	822	-105	98.51	-.65	1089	98.26	10	-2.81	80	19	1357.64
3855	"Anton.Lander"	"C"	"EDM"	58	2.0e+07	2015	24	"0.925"	1	2	.11	.22	536.28	38	464	523	-59	96.2	-2.9	576						
4616	"Antti.Miettinen"	"RL"	"DAL"	84	2.0e+07	2007	27	"NA"	11	16	.73	1.07	898.85	113	734	745	-11	102.39	-2.79	729						
4617	"Antti.Miettinen"	"RL"	"MIN"	82	2.0e+07	2008	28	"2.333"	8	16	.47	.93	1029.18	120	824	905	-81	100.08	.61	784	102.39	11	-2.79	113	16	898.85
4618	"Antti.Miettinen"	"RL"	"MIN"	79	2.0e+07	2009	29	"2.333"	14	14	.84	.84	1004.17	116	894	833	61	100.74	5.88	841	100.08	8	.61	120	16	1029.18
4619	"Antti.Miettinen"	"RL"	"MIN"	73	2.0e+07	2010	30	"2.333"	7	11	.46	.73	903.43	115	748	800	-52	99.96	4.17	900	100.74	14	5.88	116	14	1004.17
5495	"Antti.Pihlstrom"	"LR"	"NSH"	53	2.0e+07	2008	23	"0.53"	1	5	.11	.53	570.82	83	531	418	113	98.41	7.31	529						
3658	"Anze.Kopitar"	"C"	"L.A"	82	2.0e+07	2007	20	"0.85"	14	20	.71	1.01	1190.57	109	1037	1179	-142	99.28	1.68	400						
3659	"Anze.Kopitar"	"C"	"L.A"	82	2.0e+07	2008	21	"0.765"	17	19	.88	.99	1154.9	132	1141	969	172	97.86	5.08	441	99.28	14	1.68	109	20	1190.57
3660	"Anze.Kopitar"	"C"	"L.A"	87	2.0e+07	2009	22	"6"	18	20	.83	.92	1302.73	166	1300	1118	182	99.3	5.27	484	97.86	17	5.08	132	19	1154.9
3661	"Anze.Kopitar"	"C"	"L.A"	75	2.0e+07	2010	23	"6"	17	33	.91	1.77	1119.4	134	1141	966	175	104.2	3.76	529	99.3	18	5.27	166	20	1302.73
3662	"Anze.Kopitar"	"C"	"L.A"	101	2.0e+07	2011	24	"6.4"	20	31	.81	1.25	1489.62	165	1673	1224	449	99.97	5.46	576	104.2	17	3.76	134	33	1119.4
3663	"Anze.Kopitar"	"C"	"L.A"	65	2.0e+07	2012	25	"6.5"	12	16	.72	.97	994.62	88	1055	776	279	100.16	5.07	625	99.97	20	5.46	165	31	1489.62
3664	"Anze.Kopitar"	"C"	"L.A"	108	2.0e+07	2013	26	"7.5"	22	34	.86	1.32	1543.25	145	1714	1176	538	102.87	4.77	676	100.16	12	5.07	88	16	994.62
3665	"Anze.Kopitar"	"C"	"L.A"	79	2.0e+07	2014	27	"7.5"	9	24	.5	1.32	1088.53	92	1153	794	359	98.54	5.23	729	102.87	22	4.77	145	34	1543.25
3666	"Anze.Kopitar"	"C"	"L.A"	71	2.0e+07	2015	28	"7.7"	13	25	.75	1.43	1046.92	82	1111	823	288	102.95	2.29	784	98.54	9	5.23	92	24	1088.53
141	"Arron.Asham"	"R"	"N.J"	82	2.0e+07	2007	29	"NA"	6	4	.58	.38	625.94	60	463	450	13	98.06	-1.85	841						
142	"Arron.Asham"	"R"	"PHI"	84	2.0e+07	2008	30	"0.64"	9	13	.77	1.12	699.08	65	580	619	-39	100.31	.61	900	98.06	6	-1.85	60	4	625.94
143	"Arron.Asham"	"R"	"PHI"	95	2.0e+07	2009	31	"0.64"	14	17	.9	1.09	936.94	103	913	855	58	99.21	2.07	961	100.31	9	.61	65	13	699.08
145	"Arron.Asham"	"R"	"PIT"	67	2.0e+07	2011	33	"0.775"	5	11	.51	1.12	589.73	45	486	502	-16	98.82	-5.41	1089	99.21	14	2.07	103	17	936.94
96	"Artem.Anisimov"	"C"	"NYR"	82	2.0e+07	2009	21	"0.85"	11	15	.72	.98	916.17	93	862	789	73	99.48	3.2	441						
97	"Artem.Anisimov"	"C"	"NYR"	87	2.0e+07	2010	22	"0.765"	15	20	.82	1.09	1103.47	144	993	991	2	101.08	1.65	484	99.48	11	3.2	93	15	916.17
98	"Artem.Anisimov"	"C"	"NYR"	99	2.0e+07	2011	23	"1.875"	12	21	.61	1.06	1186.03	105	1004	1098	-94	101.8	0	529	101.08	15	1.65	144	20	1103.47
100	"Artem.Anisimov"	"C"	"CBJ"	87	2.0e+07	2013	25	"2.75"	16	13	.97	.79	985.88	103	873	871	2	99.66	.66	625	101.8	12	0	105	21	1186.03
101	"Artem.Anisimov"	"C"	"CBJ"	52	2.0e+07	2014	26	"3.1"	6	12	.57	1.14	628.94	61	559	542	17	97.24	3.56	676	99.66	16	.66	103	13	985.88
102	"Artem.Anisimov"	"C"	"CHI"	72	2.0e+07	2015	27	"4"	10	12	.6	.72	1003.72	74	936	912	24	100.46	-.47	729	97.24	6	3.56	61	12	628.94
5266	"Artemi.Panarin"	"F"	"CHI"	71	2.0e+07	2015	23	"0.7"	15	19	.87	1.1	1033.81	119	1006	914	92	100.05	2.09	529						
1405	"B.J..Crombeen"	"R"	"DAL/STL"	85	2.0e+07	2008	23	"NA"	10	8	.63	.5	955.48	106	794	807	-13	97.35	1.8	529						
1406	"B.J..Crombeen"	"R"	"STL"	79	2.0e+07	2009	24	"NA"	6	7	.45	.52	802.83	98	650	715	-65	99.63	-4.26	576	97.35	10	1.8	106	8	955.48
1407	"B.J..Crombeen"	"R"	"STL"	80	2.0e+07	2010	25	"NA"	6	7	.41	.48	871.83	98	767	797	-30	95.49	-4.19	625	99.63	6	-4.26	98	7	802.83
2476	"Barclay.Goodrow"	"LR"	"S.J"	60	2.0e+07	2014	21	"0.61"	4	7	.4	.69	606.52	62	519	578	-59	99.94	-5.31	441						
356	"Beau.Bennett"	"LR"	"PIT"	51	2.0e+07	2014	22	"0.9"	4	8	.42	.84	571.38	70	532	461	71	98.42	.22	484						
1737	"Ben.Eager"	"L"	"CHI"	92	2.0e+07	2008	24	"0.65"	12	5	.93	.39	775.89	81	641	569	72	99.79	-1.84	576						
1738	"Ben.Eager"	"L"	"CHI"	78	2.0e+07	2009	25	"0.965"	8	11	.8	1.1	602.66	73	551	477	74	101.77	-1.62	625	99.79	12	-1.84	81	5	775.89
1739	"Ben.Eager"	"L"	"S.J/ATL"	78	2.0e+07	2010	26	"0.965"	8	9	.64	.72	754.92	84	654	776	-122	101.14	-5.44	676	101.77	8	-1.62	73	11	602.66
1740	"Ben.Eager"	"L"	"EDM"	63	2.0e+07	2011	27	"1"	8	5	.9	.56	533.88	61	404	522	-118	101.61	-4.37	729	101.14	8	-5.44	84	9	754.92
2641	"Ben.Guite"	"C"	"COL"	89	2.0e+07	2007	29	"0.475"	8	6	.53	.4	901.79	87	599	778	-179	99.13	-5.29	841						
6516	"Ben.Smith"	"C"	"CHI"	94	2.0e+07	2013	25	"0.575"	16	12	.92	.69	1047.92	90	876	889	-13	100.7	-5.6	625						
6517	"Ben.Smith"	"C"	"CHI/S.J"	80	2.0e+07	2014	26	"1.5"	6	5	.43	.36	840.58	77	741	756	-15	100.19	-5.11	676	100.7	16	-5.6	90	12	1047.92
5609	"Benoit.Pouliot"	"L"	"MIN/MTL"	71	2.0e+07	2009	22	"0.803"	13	10	.89	.68	878.2	98	826	851	-25	101.63	3.89	484						
5610	"Benoit.Pouliot"	"L"	"MTL"	82	2.0e+07	2010	23	"1.35"	12	17	.84	1.19	855.75	100	908	750	158	99.47	4.4	529	101.63	13	3.89	98	10	878.2
5611	"Benoit.Pouliot"	"L"	"BOS"	81	2.0e+07	2011	24	"1.1"	15	15	1	1	896.24	87	899	727	172	102.41	1.81	576	99.47	12	4.4	100	17	855.75
5613	"Benoit.Pouliot"	"L"	"NYR"	105	2.0e+07	2013	26	"1.3"	12	24	.59	1.18	1218.49	140	1176	993	183	102.19	3.7	676	102.41	15	1.81	87	15	896.24
5614	"Benoit.Pouliot"	"L"	"EDM"	58	2.0e+07	2014	27	"4"	13	11	1.07	.91	727.92	66	713	698	15	100.96	3.13	729	102.19	12	3.7	140	24	1218.49
5615	"Benoit.Pouliot"	"L"	"EDM"	55	2.0e+07	2015	28	"4"	7	17	.59	1.43	710.98	65	665	639	26	98.4	2.56	784	100.96	13	3.13	66	11	727.92
2638	"Bill.Guerin"	"R"	"NYI"	81	2.0e+07	2007	36	"4.5"	15	14	.86	.81	1043.29	154	904	995	-91	100.6	-3.7	1296						
2639	"Bill.Guerin"	"R"	"NYI/PIT"	102	2.0e+07	2008	37	"4.5"	18	19	.85	.9	1266.9	192	1144	1282	-138	100.98	-.51	1369	100.6	15	-3.7	154	14	1043.29
2640	"Bill.Guerin"	"R"	"PIT"	88	2.0e+07	2009	38	"2"	10	20	.54	1.09	1101.17	164	1162	965	197	97.88	3.19	1444	100.98	18	-.51	192	19	1266.9
432	"Blair.Betts"	"C"	"NYR"	83	2.0e+07	2007	27	"0.615"	1	4	.09	.35	693.2	75	479	489	-10	97.62	-5.84	729						
433	"Blair.Betts"	"C"	"NYR"	87	2.0e+07	2008	28	"0.615"	4	3	.41	.31	586.7	65	440	507	-67	96.85	-6.66	784	97.62	1	-5.84	75	4	693.2
434	"Blair.Betts"	"C"	"PHI"	86	2.0e+07	2009	29	"0.55"	5	11	.4	.87	755.02	62	508	689	-181	100.53	-8.06	841	96.85	4	-6.66	65	3	586.7
435	"Blair.Betts"	"C"	"PHI"	86	2.0e+07	2010	30	"0.7"	3	4	.31	.41	583.44	41	392	565	-173	96.85	-9.87	900	100.53	5	-8.06	62	11	755.02
1272	"Blake.Comeau"	"RL"	"NYI"	51	2.0e+07	2007	21	"0.7"	6	6	.67	.67	534.08	53	486	474	12	100.82	-.32	441						
1273	"Blake.Comeau"	"RL"	"NYI"	53	2.0e+07	2008	22	"0.735"	5	11	.45	1	660.72	53	566	691	-125	97.49	-1.65	484	100.82	6	-.32	53	6	534.08
1274	"Blake.Comeau"	"RL"	"NYI"	61	2.0e+07	2009	23	"0.5"	14	10	1.12	.8	748.19	96	678	724	-46	97.6	.93	529	97.49	5	-1.65	53	11	660.72
1275	"Blake.Comeau"	"RL"	"NYI"	76	2.0e+07	2010	24	"0.8"	16	13	.96	.78	1002.69	114	859	980	-121	97.74	.87	576	97.6	14	.93	96	10	748.19
1276	"Blake.Comeau"	"RL"	"CGY/NYI"	74	2.0e+07	2011	25	"2.5"	5	9	.31	.56	961.52	113	824	833	-9	98.25	3.8	625	97.74	16	.87	114	13	1002.69
1278	"Blake.Comeau"	"RL"	"CBJ"	67	2.0e+07	2013	27	"1"	5	11	.4	.87	756.68	104	657	583	74	98.39	4.97	729	98.25	5	3.8	113	9	961.52
1279	"Blake.Comeau"	"RL"	"PIT"	66	2.0e+07	2014	28	"0.7"	15	14	.99	.93	907.13	119	895	798	97	101.5	1.56	784	98.39	5	4.97	104	11	756.68
1280	"Blake.Comeau"	"RL"	"COL"	72	2.0e+07	2015	29	"2.4"	5	13	.32	.83	937.75	97	752	885	-133	99.59	2.6	841	101.5	15	1.56	119	14	907.13
7575	"Blake.Wheeler"	"R"	"BOS"	88	2.0e+07	2008	22	"0.875"	15	21	.92	1.29	977.86	115	950	885	65	105.75	1.83	484						
7576	"Blake.Wheeler"	"R"	"BOS"	94	2.0e+07	2009	23	"0.875"	15	17	.81	.91	1116.17	117	1095	927	168	98.41	2.04	529	105.75	15	1.83	115	21	977.86
7577	"Blake.Wheeler"	"R"	"BOS/ATL"	81	2.0e+07	2010	24	"2.2"	18	19	1.02	1.08	1058.42	137	1086	1003	83	101.33	.42	576	98.41	15	2.04	117	17	1116.17
7578	"Blake.Wheeler"	"R"	"WPG"	80	2.0e+07	2011	25	"2.45"	11	32	.54	1.56	1230.58	163	1316	1151	165	99.56	4.63	625	101.33	18	.42	137	19	1058.42
7579	"Blake.Wheeler"	"R"	"WPG"	48	2.0e+07	2012	26	"2.65"	13	13	1.08	1.08	721.41	87	737	730	7	98.7	1.06	676	99.56	11	4.63	163	32	1230.58
7580	"Blake.Wheeler"	"R"	"WPG"	82	2.0e+07	2013	27	"4.6"	15	26	.78	1.35	1158.78	154	1105	1108	-3	100.55	-.17	729	98.7	13	1.06	87	13	721.41
7581	"Blake.Wheeler"	"R"	"WPG"	83	2.0e+07	2014	28	"5.8"	16	21	.85	1.11	1130.86	169	1132	970	162	102.75	2.11	784	100.55	15	-.17	154	26	1158.78
7582	"Blake.Wheeler"	"R"	"WPG"	73	2.0e+07	2015	29	"5.8"	11	26	.65	1.54	1013.39	159	1086	848	238	100.91	6.15	841	102.75	16	2.11	169	21	1130.86
3068	"Bo.Horvat"	"C"	"VAN"	74	2.0e+07	2014	19	"0.925"	13	13	.95	.95	824.23	79	687	834	-147	100.31	-5.79	361						
3069	"Bo.Horvat"	"C"	"VAN"	72	2.0e+07	2015	20	"0.925"	6	10	.41	.68	883.47	89	717	857	-140	95.74	-2.13	400	100.31	13	-5.79	79	13	824.23
914	"Bobby.Butler"	"R"	"OTT"	59	2.0e+07	2011	24	"0.9"	5	10	.48	.97	618.99	79	643	574	69	102.46	1.17	576						
3011	"Bobby.Holik"	"C"	"ATL"	82	2.0e+07	2007	36	"NA"	11	13	.63	.75	1040.84	99	759	922	-163	99.17	3.11	1296						
3012	"Bobby.Holik"	"C"	"N.J"	65	2.0e+07	2008	37	"2.5"	4	5	.38	.48	624	75	544	479	65	99.26	1.07	1369	99.17	11	3.11	99	13	1040.84
6027	"Bobby.Ryan"	"RL"	"ANA"	77	2.0e+07	2008	21	"0.85"	21	17	1.27	1.02	995.73	139	962	782	180	103.02	8.03	441						
6028	"Bobby.Ryan"	"RL"	"ANA"	81	2.0e+07	2009	22	"0.85"	21	17	1.07	.86	1182.1	160	1122	1027	95	102.24	7.44	484	103.02	21	8.03	139	17	995.73
6029	"Bobby.Ryan"	"RL"	"ANA"	86	2.0e+07	2010	23	"3.25"	26	28	1.14	1.23	1367.58	185	1212	1283	-71	102.96	6.36	529	102.24	21	7.44	160	17	1182.1
6030	"Bobby.Ryan"	"RL"	"ANA"	81	2.0e+07	2011	24	"5.562"	26	17	1.33	.87	1176.14	138	1056	1051	5	101.29	2.07	576	102.96	26	6.36	185	28	1367.58
6031	"Bobby.Ryan"	"RL"	"ANA"	53	2.0e+07	2012	25	"5.562"	11	14	.9	1.15	732.19	84	659	686	-27	101.48	1.84	625	101.29	26	2.07	138	17	1176.14
6032	"Bobby.Ryan"	"RL"	"OTT"	70	2.0e+07	2013	26	"5.562"	15	20	.96	1.28	933.9	130	971	933	38	102.59	-1.66	676	101.48	11	1.84	84	14	732.19
6033	"Bobby.Ryan"	"RL"	"OTT"	84	2.0e+07	2014	27	"5.562"	13	21	.71	1.15	1093.12	145	1059	1089	-30	101.43	-1.24	729	102.59	15	-1.66	130	20	933.9
6034	"Bobby.Ryan"	"RL"	"OTT"	73	2.0e+07	2015	28	"6.5"	12	17	.75	1.06	960.45	105	845	988	-143	101.26	-2.27	784	101.43	13	-1.24	145	21	1093.12
3218	"Boone.Jenner"	"LC"	"CBJ"	78	2.0e+07	2013	20	"0.767"	11	10	.66	.6	995.14	108	903	912	-9	101.04	-.09	400						
3220	"Boone.Jenner"	"LC"	"CBJ"	73	2.0e+07	2015	22	"0.775"	16	10	.95	.6	1008.08	141	895	1008	-113	99.26	-1.38	484	101.04	11	-.09	108	10	995.14
1574	"Boyd.Devereaux"	"LR"	"TOR"	62	2.0e+07	2007	29	"0.55"	6	11	.51	.94	701.26	67	612	592	20	97.57	-.26	841						
2483	"Boyd.Gordon"	"C"	"WSH"	74	2.0e+07	2007	23	"NA"	4	9	.3	.67	808.8	84	696	589	107	99.18	-1.77	529						
2484	"Boyd.Gordon"	"C"	"WSH"	77	2.0e+07	2008	24	"0.725"	4	8	.35	.69	695.57	69	531	576	-45	98.12	-7.26	576	99.18	4	-1.77	84	9	808.8
2486	"Boyd.Gordon"	"C"	"WSH"	69	2.0e+07	2010	26	"0.8"	2	6	.17	.52	694.37	82	539	585	-46	97.04	-4.2	676	98.12	4	-7.26	69	8	695.57
2487	"Boyd.Gordon"	"C"	"PHX"	91	2.0e+07	2011	27	"1.3"	7	13	.37	.68	1142.86	113	932	1155	-223	101.56	-5.33	729	97.04	2	-4.2	82	6	694.37
2488	"Boyd.Gordon"	"C"	"PHX"	48	2.0e+07	2012	28	"1.35"	4	7	.44	.77	547.8	52	507	470	37	99.78	1.58	784	101.56	7	-5.33	113	13	1142.86
2489	"Boyd.Gordon"	"C"	"EDM"	74	2.0e+07	2013	29	"3"	4	8	.29	.58	820.62	60	588	808	-220	97.47	-2.35	841	99.78	4	1.58	52	7	547.8
2490	"Boyd.Gordon"	"C"	"EDM"	68	2.0e+07	2014	30	"3"	4	6	.34	.52	695.69	51	504	656	-152	97.17	-5.84	900	97.47	4	-2.35	60	8	820.62
692	"Brad.Boyes"	"R"	"STL"	82	2.0e+07	2007	25	"NA"	30	13	1.68	.73	1070.21	107	884	912	-28	102.84	2.71	625						
693	"Brad.Boyes"	"R"	"STL"	86	2.0e+07	2008	26	"2.5"	15	18	.77	.92	1168.96	126	1046	1038	8	97.37	3.28	676	102.84	30	2.71	107	13	1070.21
694	"Brad.Boyes"	"R"	"STL"	82	2.0e+07	2009	27	"5"	10	18	.57	1.02	1056.52	127	992	957	35	101.51	.13	729	97.37	15	3.28	126	18	1168.96
695	"Brad.Boyes"	"R"	"BUF/STL"	90	2.0e+07	2010	28	"4.5"	10	30	.49	1.47	1225.97	135	1199	1094	105	101.31	1.86	784	101.51	10	.13	127	18	1056.52
696	"Brad.Boyes"	"R"	"BUF"	65	2.0e+07	2011	29	"4"	6	8	.52	.69	692.69	67	621	650	-29	100.99	-.81	841	101.31	10	1.86	135	30	1225.97
697	"Brad.Boyes"	"R"	"NYI"	54	2.0e+07	2012	30	"1"	8	13	.61	.99	789.37	81	774	712	62	97.16	2.32	900	100.99	6	-.81	67	8	692.69
698	"Brad.Boyes"	"R"	"FLA"	78	2.0e+07	2013	31	"1"	18	14	1.02	.79	1056.86	130	995	958	37	98.46	.25	961	97.16	8	2.32	81	13	789.37
699	"Brad.Boyes"	"R"	"FLA"	78	2.0e+07	2014	32	"2.75"	9	19	.53	1.12	1014.73	107	879	826	53	101.42	.62	1024	98.46	18	.25	130	14	1056.86
3147	"Brad.Isbister"	"LR"	"VAN"	55	2.0e+07	2007	30	"NA"	6	4	.66	.44	545.62	60	411	459	-48	98.81	-2.56	900						
3900	"Brad.Larsen"	"L"	"ATL"	62	2.0e+07	2007	30	"NA"	1	3	.12	.35	521.36	34	345	471	-126	95.1	-1.13	900						
4263	"Brad.Malone"	"LC"	"CAR"	65	2.0e+07	2014	25	"0.6"	6	8	.58	.77	624.49	58	468	570	-102	97.75	-7.72	625						
4295	"Brad.Marchand"	"L"	"BOS"	102	2.0e+07	2010	22	"0.6"	20	25	.95	1.19	1258.62	160	1307	1230	77	103.33	1.86	484						
4296	"Brad.Marchand"	"L"	"BOS"	83	2.0e+07	2011	23	"2"	19	22	1	1.16	1138.79	116	1295	897	398	101.5	6.87	529	103.33	20	1.86	160	25	1258.62
4297	"Brad.Marchand"	"L"	"BOS"	67	2.0e+07	2012	24	"3"	14	21	.89	1.34	939.11	102	1090	785	305	102.29	6.69	576	101.5	19	6.87	116	22	1138.79
4298	"Brad.Marchand"	"L"	"BOS"	94	2.0e+07	2013	25	"4"	17	29	.8	1.37	1268.57	136	1382	943	439	102.66	7.75	625	102.29	14	6.69	102	21	939.11
4299	"Brad.Marchand"	"L"	"BOS"	77	2.0e+07	2014	26	"4.5"	14	16	.79	.91	1057.11	133	1130	870	260	97.97	6.79	676	102.66	17	7.75	136	29	1268.57
4300	"Brad.Marchand"	"L"	"BOS"	68	2.0e+07	2015	27	"4.5"	17	13	1.07	.82	949.58	149	1019	875	144	101.19	7.8	729	97.97	14	6.79	133	16	1057.11
5854	"Brad.Richards"	"C"	"DAL/T.B"	92	2.0e+07	2007	27	"7.8"	9	23	.39	.99	1390.67	185	1250	1097	153	97.06	4.26	729						
5855	"Brad.Richards"	"C"	"DAL"	56	2.0e+07	2008	28	"7.8"	11	13	.89	1.05	740.1	92	630	650	-20	98.7	-.3	784	97.06	9	4.26	185	23	1390.67
5856	"Brad.Richards"	"C"	"DAL"	80	2.0e+07	2009	29	"7.8"	9	39	.48	2.07	1129.31	133	1050	1166	-116	101.43	-1.29	841	98.7	11	-.3	92	13	740.1
5857	"Brad.Richards"	"C"	"DAL"	72	2.0e+07	2010	30	"7.8"	20	25	1.12	1.4	1071.97	125	959	1052	-93	104.3	-.65	900	101.43	9	-1.29	133	39	1129.31
5858	"Brad.Richards"	"C"	"NYR"	102	2.0e+07	2011	31	"12"	18	24	.69	.92	1562.11	171	1383	1480	-97	99.59	.57	961	104.3	20	-.65	125	25	1071.97
5859	"Brad.Richards"	"C"	"NYR"	56	2.0e+07	2012	32	"12"	9	16	.7	1.24	773.44	77	801	756	45	100.59	1.77	1024	99.59	18	.57	171	24	1562.11
5860	"Brad.Richards"	"C"	"NYR"	107	2.0e+07	2013	33	"9"	18	19	.74	.78	1461.56	195	1498	1369	129	99	1.27	1089	100.59	9	1.77	77	16	773.44
5861	"Brad.Richards"	"C"	"CHI"	99	2.0e+07	2014	34	"2"	12	27	.56	1.25	1292.42	190	1323	1181	142	102.36	-.05	1156	99	18	1.27	195	19	1461.56
5862	"Brad.Richards"	"C"	"DET"	59	2.0e+07	2015	35	"3"	5	4	.44	.35	685.79	96	665	570	95	100.81	2.57	1225	102.36	12	-.05	190	27	1292.42
5865	"Brad.Richardson"	"C"	"L.A"	86	2.0e+07	2009	24	"0.6"	11	16	.69	1.01	950.96	131	831	827	4	98.7	-.18	576						
